16.586671590805054	# exec_time
97.12405276298523	# cycle_time_0
0.5195059776306152	# cycle_time_1
0.7190132141113281	# cycle_time_2
0.5936264991760254	# cycle_time_3
0.6595888137817383	# cycle_time_4
0.8061161041259766	# cycle_time_5
0.735912561416626	# cycle_time_6
0.6785538196563721	# cycle_time_7
0.7893121242523193	# cycle_time_8
0.8836243152618408	# cycle_time_9
0.7256500720977783	# cycle_time_10
0.7806203365325928	# cycle_time_11
0.7336311340332031	# cycle_time_12
0.75083327293396	# cycle_time_13
0.8847250938415527	# cycle_time_14
0.7332794666290283	# cycle_time_15
0.8228034973144531	# cycle_time_16
0.9310767650604248	# cycle_time_17
0.7793581485748291	# cycle_time_18
0.799041748046875	# cycle_time_19
0.89432692527771	# cycle_time_20
0.8285093307495117	# cycle_time_21
0.8259241580963135	# cycle_time_22
0.8920576572418213	# cycle_time_23
0.7585113048553467	# cycle_time_24
0.956348180770874	# cycle_time_25
0.773651123046875	# cycle_time_26
0.8801765441894531	# cycle_time_27
0.8249790668487549	# cycle_time_28
0.8617203235626221	# cycle_time_29
0.8534712791442871	# cycle_time_30
0.8657166957855225	# cycle_time_31
0.7481479644775391	# cycle_time_32
0.8263611793518066	# cycle_time_33
0.8173227310180664	# cycle_time_34
0.9994158744812012	# cycle_time_35
0.8139228820800781	# cycle_time_36
0.9238245487213135	# cycle_time_37
0.8540749549865723	# cycle_time_38
0.7754755020141602	# cycle_time_39
0.823500394821167	# cycle_time_40
0.9186384677886963	# cycle_time_41
0.7744379043579102	# cycle_time_42
0.7984986305236816	# cycle_time_43
0.8167054653167725	# cycle_time_44
0.8622457981109619	# cycle_time_45
0.8929233551025391	# cycle_time_46
0.8879339694976807	# cycle_time_47
0.8792483806610107	# cycle_time_48
0.8307328224182129	# cycle_time_49
1.0225419998168945	# cycle_time_50
0.9831407070159912	# cycle_time_51
1.0737199783325195	# cycle_time_52
1.208984375	# cycle_time_53
0.7858986854553223	# cycle_time_54
0.8712537288665771	# cycle_time_55
0.8911125659942627	# cycle_time_56
0.8099410533905029	# cycle_time_57
0.8099339008331299	# cycle_time_58
0.8686974048614502	# cycle_time_59
0.8468489646911621	# cycle_time_60
0.8465890884399414	# cycle_time_61
0.9114453792572021	# cycle_time_62
0.8323671817779541	# cycle_time_63
0.8696208000183105	# cycle_time_64
0.8028056621551514	# cycle_time_65
0.8636088371276855	# cycle_time_66
0.805591344833374	# cycle_time_67
0.8773543834686279	# cycle_time_68
0.9887056350708008	# cycle_time_69
0.8026299476623535	# cycle_time_70
0.9829587936401367	# cycle_time_71
0.8167259693145752	# cycle_time_72
0.8163974285125732	# cycle_time_73
0.9534878730773926	# cycle_time_74
0.9072813987731934	# cycle_time_75
0.9033918380737305	# cycle_time_76
0.9046123027801514	# cycle_time_77
0.8875460624694824	# cycle_time_78
0.8911974430084229	# cycle_time_79
0.8972997665405273	# cycle_time_80
1.0217692852020264	# cycle_time_81
0.7452709674835205	# cycle_time_82
0.9377937316894531	# cycle_time_83
0.979931116104126	# cycle_time_84
0.8009469509124756	# cycle_time_85
0.8975739479064941	# cycle_time_86
0.8675258159637451	# cycle_time_87
0.7822010517120361	# cycle_time_88
1.0115280151367188	# cycle_time_89
0.9747278690338135	# cycle_time_90
0.8884372711181641	# cycle_time_91
0.978722333908081	# cycle_time_92
0.7752969264984131	# cycle_time_93
1.042210340499878	# cycle_time_94
0.9275772571563721	# cycle_time_95
0.8981037139892578	# cycle_time_96
0.9173710346221924	# cycle_time_97
0.9399209022521973	# cycle_time_98
0.880565881729126	# cycle_time_99
